leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,label
293.306312,166.9494374,254.0782525,165.4867663,292.1292929,90.34275466,242.9077065,92.74170293,289.9574148,261.9737847,260.2072621,262.7976103,0
293.5595918,169.7809562,252.7555763,166.104635,291.7339779,91.79094182,242.409124,88.97850762,289.6196702,264.6153182,256.998304,262.9747019,0
294.5485867,170.3609464,253.1683219,166.2170068,290.8005267,92.76110224,238.7450762,91.92935097,288.6945048,266.8303282,256.2593409,262.4925016,0
293.5100429,170.3140924,253.9372458,165.4342716,290.3489938,90.95197811,242.0256183,87.21182438,290.8242489,264.810575,257.0860418,262.450877,0
293.5880442,165.1723185,250.8326719,163.4183278,291.3694679,90.26519566,242.6580003,85.78747288,290.4862752,263.7182483,258.9083375,261.7207469,0
292.6587295,168.5366086,254.3736057,167.7448923,296.9322573,92.58251392,241.6121578,91.48126324,292.4112515,262.449121,262.0907,264.0489784,0
297.4433665,180.7242862,254.6094685,178.7302563,299.8926736,154.1652287,241.7411385,173.5099409,291.7338179,261.0289595,257.8291376,261.0754237,2
299.4752182,185.0924791,252.3851175,186.202059,307.6603452,261.4576624,238.2417435,270.0971715,293.183911,268.9262681,260.2770337,266.4551749,5
300.3499571,188.317565,251.6019892,188.2475532,307.7083004,277.9418087,235.6716436,275.5895378,293.0267352,271.6028919,256.7978643,270.3510302,5
297.9148588,191.8894862,247.1194742,189.8563112,306.3642297,276.0695785,236.6688352,272.9568078,290.9000073,272.999051,255.3579939,269.8923713,5
299.9812961,191.0142285,248.5938107,192.8217829,309.1049284,278.8293573,237.0585688,275.8870779,293.2594692,273.3706893,257.1677329,272.8457038,5
300.8795773,191.6100747,253.1873783,192.1642615,315.2704291,278.1000885,241.4090072,278.3598938,296.1435245,273.3066627,260.4345421,272.981109,5
302.3415535,189.1794185,251.6019781,188.2503345,313.1728858,273.1962308,238.8703099,274.9943681,296.5818832,269.8597554,260.8317717,269.1778632,5
301.6891793,187.3828081,251.0588751,186.7494749,312.7162544,272.6202238,238.7589701,274.3075678,296.654678,268.6172237,259.5678622,266.2542292,5
302.8819571,186.3071016,251.2797558,185.6573851,313.8703245,270.9292593,240.1128876,274.4916033,295.2433174,271.0537279,264.6515987,269.4270536,5
304.2204036,184.0171303,251.5812869,183.6850334,315.1361865,271.6654759,241.0658897,271.7039955,296.9583371,263.4855516,261.7184441,264.9300283,5
301.282958,181.4996229,252.401435,182.9060246,317.7953658,268.8985625,239.1404512,268.172411,296.4932622,262.1989294,260.4068797,261.2891541,5
300.4076608,180.1145712,250.7512068,181.4821076,316.6174644,264.5022689,239.1266527,268.5279501,296.9163896,261.2473254,259.8485046,260.9226887,5
304.7020351,178.4953293,255.4070495,180.9249601,319.5765587,266.4696211,246.7325779,266.7613346,299.2771974,261.9238546,264.1610732,259.6826049,5
308.5726355,179.240259,260.5864201,181.4436506,320.7980783,260.6384987,246.5226295,268.5943868,302.6112708,262.0346973,266.9461387,262.3734492,5
307.5321143,172.3524632,258.042106,173.9044746,333.8197368,155.3488998,253.0671583,155.8694952,302.8347501,260.1332137,268.8277191,260.07647,2
309.311484,171.5358149,261.3128247,169.543514,331.2303627,147.8405604,232.6347445,154.1991668,306.392139,256.8263212,275.9702488,255.7693536,2
311.7239293,168.2275303,261.9699748,167.801097,329.6743133,153.1062875,260.2038459,155.0083162,308.2731246,256.9349378,276.9388343,256.5867395,2
313.2660172,169.1822703,262.9570338,168.3797454,333.8407654,156.3622482,243.3989437,156.9089032,308.1109611,258.1934549,276.3452602,257.1473549,2
312.2664075,168.4382637,263.1359593,167.9631565,320.3887853,151.4128861,240.6882374,157.8356753,306.816603,256.7921303,275.5837478,256.3901363,2
311.2087755,168.9219866,263.1921985,168.1029736,335.8384531,150.2223406,241.933493,155.7379486,306.7571889,256.1672591,276.2753416,255.5585646,2
308.3555805,167.6444359,261.0928581,165.4855808,316.4646798,151.2616364,242.8414122,156.989549,305.7186215,253.1536562,275.9221621,255.3883786,2
307.8222747,168.6152215,261.4342375,164.5256642,317.4324014,151.441401,242.7749108,158.781747,305.3001276,255.4613167,274.4613035,256.960611,2
309.9077229,166.6759292,260.1709052,166.6253424,315.2960687,153.4723107,231.3710372,150.2267958,304.3003182,253.479461,274.6560669,256.3440841,2
